,name,attack,image
34,Strong Zonaite Longsword,11,https://lh3.googleusercontent.com/docs/ADP-6oHgpf0BvX-QLAtT4GDqe53XjL9zDxg46Tm7qN7uPr851qOGLTwxCEJOYGt5Y7sDBwiCKxrIOQp98FC7Nnbt9SQcwUODRembmo2JYHmL_CWT-gjEnmcwwnSSbDg5hyK0S5vh7KF5lIQW1Oh46bTu0-BjDoXbHrGVAy7Ia9lHyQ9ny0_6OAeHjPq7bf_1TkjHKxv9DVbp0gtB3sU3aXAnc4rRtHlzbLw57oH5xy5-6_tpZxPQ5fRHb0JqbxwDXmsryOltxWWObl2Vc-QzlNOSrFMLC8hUtxjuznNzFhnG3C6BNvOG4T3HWFXtmn5qg7afo0FhpydT9wvjcQJ-X7LaBNDlPdjBy7IiDJxkeQNH3LY5dejyArNAcONfvzb1aK2TojF14YGDekigkrmTN4N6uRuLxVvSamntpgtCH7YJm1mXsmglPUzHBuYRn8x0XVMM9Q6PMQitYehVVtchKrzKTkJvjdKSmkq0udT1qsyDOcp_o86x768WoEVjduf6LuRn8jxXBotWvGqxKhVvvJjD4wxM1ZdmLD7GWs7twyWqqbKnPHRKqQomPfQeFkLfwJC0jI_mcOGkZEFIgcq_j6mJBxDFw8b61UbBvwjAo2O_MJPZtrnwTjN63YE-IzYuF8pDItzwByAw9Zj6-GtYGKf-7QjKTOk2-NciLvtt-6mupmmhAzZR8tOhmUkQeuTYfpZrN8_Fvk1VeojyMqZTFCy__aLLUR2kiw-6Xg5-xDnQq3-qf9JRGeMCUyUMzhfw1VnsZZPzQxzoxLaDp5c2meQ3VLQLtY7sq4srtYHPRLyUwhEFbs4TjqHMj1rzsDr_SMptZRlfjt916iPQDCG4KUxJLndRXeSephLYf5ZS0xtWD-zWPGek-TB6qjhdw8CCg8N2D8Q7vYcxTf12caJDfABoBJJ4JQS6o--r7Jds-fEmqByyBcaSnckK8RRLLX-aU3ENUC3NYCNqNrGOl41L976NTg27MlR8eGeoUvSTKFFX3tSIKnLea_OWTF5Ep1HpSiUKB9oA0CoG5wyMkTjbeDE47vhMGv8EeoYiIi5z96wpUdB2UBQ_2ubzpipnEM7mNFlQQf14l1ISwy6rPyj9sOZJ5Eql3mE7sFyKyxvS3OiCZ85cAofFqLVHLUP0e2lzwNt2lxjh7wkEa6A0xKbi33XKg_1ABpOQaycHWBhVLW_5EGT8oWWtyI9Ucovfosqb3cdKCwhiHqDNLyXBvSdbqRpB3kIJPFT0qhPqzg=w120-h119
35,Mighty Zonaite Longsword,16,https://lh3.googleusercontent.com/docs/ADP-6oGGsVDjNcONER1D-ac_2IgO0W1Ny82642XKqgA-D9EetjV1Kp94h6RY6cJG_cRiLND_Xal1BLP9oSx_crRsbQc9-LgimmhtXeI7PXX1UOcUvgV2WQB5f8-tf1pl9RPM23FGHRmHmiCUXbwJNrW2v7E2A65eJswtBBsIigJmdxRRvv1qDLoU7ZMZdlo-CpLmfh1ob2UWQ2aFw6WUNMIixIFNZETE9l1fC1OF7_EuM8pwIUCIQ6d_wbqNjmls7WfgqeGMTvKf8qU1JwMLh6ERcEK_MUjS_uiWGQYRQ_iJb9-cCs9Io9zOo0PmOgRwbfSYVp2s6zk5FRl_l15_KXICVNXWFQXwmgonRwRtsflfU_jC_OWbFSUtCaYki6YBDCZR37wPmGRohZFOWqaSreTCgb0dNHcJ7GS2ghwk_yEvGUfUwNA8YYW9iHsVijv5Xc7-TXio47SyKFudP2t8-h2CwtFAVDvJXACD-MkOJ0dD1b7z9wHVTo7dekJH49p709AYYYxj6CGtMHoapI6K7hDldajic7vU76YD2ImZhPY7das6nD4rG5FW--0llpulF0lq7wit2m_dnzG6mPWki-3CY_J1Vw7QKTXTkl2Lr9w5BnRqYfCMeF_yTKVN34qR1wTPVi4kvg_AOdldxxOOm5VntKwdGWkVnzUoRlfeuKn9_o-ZJsksYSicfINoGt0_824ffVPnWAHiUC3F0i_rK0ncMphNsFWyn6aZjNbKHohW3iNOK-Ff2Q5Gu3yB_xYts5CrE6ucjqkumnLmKdp2EzcF-K5inRMSVG0EG5dn7nKIuqaJwVZathVUDd5cy9-j2LLZSU13Sp6c4n0SjqsuHPpRWYdj4C8vwmzOvaun-R9VVyB1VIN_HAsHFg3RWCSpsGn2p7BPn6P6gM1oJTgyimaV84xK3WzA6ZkPY9Pr5i7lnZ_4_Ui8wQ8wlAmHPhVTWRwCPQocDe_Z_He2cN4tSs0xhGvq2ITG9v7SwMHmJ_lM8RCGqnkJNPL5XZAP8iFqTj0Yu_oYvfOucZbbTwp1_zaXi9kfXVvGfot630Sda_tx3mTnstgYs6p8CYIddQjAQenGil0sxP4a1m0ANNMkuT2tlsCLyPopfKoeIflj-FUIKwC_9mkhncRiS6ndYywD_bn8-GP67jI-bg2R9SsaKNAlaHwm6jVK_0UpiwfeenCCZndN14BYgf5jlW95dYRnQlXyETOT7lW_HAstPyci40r9bi6JrByVirTafA=w120-h119
36,Gloom Club,53,https://lh3.googleusercontent.com/docs/ADP-6oFVXEG9SwkNr8h3SDqkBEox1IEvXWf9Kn49G7Y5KdkB6qD_wiFYwW-fvcssGAbJ5MvcZnbg1IeBJ-71G7FsWIDZ1wRG1B2I1LZv6wEczGBHL5yROo2AHyZfeNuyGYi7nuXvrFlKwXkwmPOHgOGSBEmaMSLI4HeQ_jqYXzAGRSGVyNJqN5zrowNAXbLv0BipgP1LsshtlzhZOSDDDfZpeZ6KanAhN47k3NpefmHx8HZT0xhUCYCp8Snr1NgHKyq3JElEJsz4De2AbVoTLHtu-0wwWfyLCAeREHoZ_UMmh09C8aVjlBk5yQ2K3r1fg_nyk4qsiiP9H1ucjRS-GKlQuYi_wDZDmlUjSVun1kuQ8Mu0J0GbrxuQoYpvylnyBWFqH-6d3U9fNx5d8-cZ7bijYn2PuTKEtGa7LCp1jzvf1FpbSwthefq0Q5ngs3x72Q4BRYzz95jzJhRcPC-mr4SWdZ108lNIaFiFFn6wIn_3_ckpf6kne-PBuVNNIMiQjrJtSyTs6ohOj3tqPOBTu34p4NyHRSieTGSk4bmYnbnqebwi_QTlnVDvae2amrs9I-wWpBMbOa8Won1TPSmEMmUODn3y6rfXMgJDGXtC1EAiA7B6ZiPk7axCH1H_k0wwVPyc6FjbocYah1kia9zl2rkdIGM4XHuacIYFlNI238UIc040-t3aYCQKkNDEtbivu7D64dE4pO8e0r3qnWR6gw2xFeY2DUujuHPz87eEboUAkiUh7cWFW1K0SaXjcSdxlRp_Hc0B6DXua_EEJbayF5eZA9wimhye3Yi_qe_YiVC3LoFU0JBuYxhMF6hqlqUByKFqp8MNI5Vca1JxnP8Q-d6rL0YNf_ip5I0LpfqsDo1RISUEk99Lcofmq2Prq2CeEVaLdn-8fUT1eImJL3xAV6eeWc7Qse9De_jyqfvItcrTt_FIsZifsD4pR-PM5EOKRTvp4cbwfljOWNgnRjNveorNJSIa4bCcEyjNyXyDqtxi1KNwX5H7kHPcpj8OrYu2u9PIuDCohdY7qTRyPGkH1__Z3m7QfOuMrwhj3DXRt4wNgWzpEx7C4nBPXZO60UXkAPuUXXBgoKaWQCNJKCF-Tw_KwL4ZS9bIEg-G1uqcBjKcw42bQ5Bc_aBId9yEYhoxIAcNEPHkd3aBX5VtnqkHjbA6lhpULLAvAxyIvuA8Iy7fNwhj_b3C95URSden1WtnVEEE4LDmCB1eBaxV8lnOl4Q4i7CZ1oZweDTXJQ=w120-h119
37,Thick Stick,6,https://lh3.googleusercontent.com/docs/ADP-6oEjel3WZziUsyvicRvBy7Y2rlXBAdheB82zkjXjXdS8pxqXg2FO76BKa9yWZoOG1hYFLB7Dnmsk504SnBet6PbR9lGWltGsOQMNYMH2iovkI31d0xLYgeT3nTAKMcQ_Qmjy7KHeMnqd76PuPJ0tNKqoDKnzNDd6qBWQCDXZRYysJnL8gCC122_UwhQSP6Rfpz4mh0NBMz3OqAFZVamjiadx5Wkkfeinw6ibo0MXtTFx6HtzfR_Y2-NLWVjFCNYQquM44EEhLEbxJq-5crFYAz9-OX6ROVkeRGRdbIz4DOm_IyeJkMz-daq6x3Gb-cMsEVFX8HZrIwZROWT1nSWTWezXJ76QKywd9Ubt_ivggUvYoLqJ7Z1iTn7QIpZv4Vec8y5bDr8LUGDH7GhBHw0nO71i0MmYv9eiwMBvgC7-Yj-pZRVov92XeDosjtH9kugA6kXfLmYHSlTczsoloyyRhqUMZp11XOFhovq6OuZ7hN6yrbBC9TX2u8lfo9kUxJyMExzoSJl_EZLkavkx8A36dLOCHvhLmkUlTDE39ySvUKwpvEbwDKANN9RKncpiDq9g2A_iWlge-a6A29XZSR-wC1HID6yil8m79voaY-M7VttrgurKLdAqZFyELMvx62je7t8FZOYnYTVF089NU2Ngvghr1FB6qZ99WZgGYfoOyj4K3cQ3gB9_C5GGQToVyPZDeecXrmfiOz8fyoTozxAsWIWRNf3GiTjV3rdPJV1OUcuVaovx6VbThwuQduauO2bfqXjvERwxW2OziZAcnFWbPcLQ3wMwZHOG2E_Vdx-P3dtGq24w-llfcyYy23A_nPliTmBMQlVY7-c2MlBO28JD9o9aZF-yOjzkGKh8RnZ0qw3J_xw2d0sPfnVOJYi1C3h0IMPhQcH5UJ-Xr-4u5D49r8LTiH-eSHRr-0T37XlXzbVrUOxM19asb7O3MLL_CdF2m_SzOlj4etob8sRuWcllhIra6HRbr2pnIvVwC2yg6WxuMgK30RSEn2nx9TSrDbvaZ65wCf78W8ibI1v50PHEG81GX-jEgq3_M6VPADn45f1RlB_b9G9balmF3Uv8xOjBkxV8J_i5t4Tvk3TCrNrEdrtpriz1LGSCeh_N-N5RAaCEa2dbBDLhgcMTBADJo59sCGvuA3eW1LhJ0-HUyG-hGwxC_2s_B1BJKV6Dv9aisXMfLfG9evBrHVUrquxrYo2AGjFztticX_FuzM-T0drbBleYQkT9SCYgdg=w120-h119
38,Giant Boomerang,12,https://lh3.googleusercontent.com/docs/ADP-6oGUVa1orV-Ai6_lnGETaXTqCQ_pEl-mDytbBtXNpnBL7LDYAO7_K-7RTIHqJpLv6fz1pMzNmt9ZK-M0rRqDWV6zFr42vPMQ1MsgD8YEhIaN68dUHxCFfl47YAIke1gY0StOp5HR03G4P9WNOE52EbB4n3WcH2ugDqh7etxmjYTjRFsyWXsdsFqa93JYL7nEy38HRS1pVWyYXro9btxW8Ef9Hcu18jm8-Y6q91UMypusJT8_FSdeVG4xuPFNShRdzLTlPLleHoqsShMsCweSr86PIfzGH7ycu6KS3_SGdHB3vXvM1MHeUAurtnaTvwrUmNLxsAOB2Xn3w0ouatwkwa_ir5P0KiieegbYAPJy7W8jd-IMjN6JeNtMCk5I4FTDGGXcVA240a-owiuriIkRKGeX_G8iY2Nlaom19nhcWeD75MPz7gblDds0fs9jm3CEqcCQ1UbKNLYWEP_PK1kzIXw8UmQltbxgGHWAb0IRhM1k_3lEWWCrwIuKKZjEwtG3s7v2ptTxCb1H_k5OKj-TyCm7k5Twl-_4hyFZwD7BoKJrOd7gmuKUAi8r5T9R0e_HGlk8eGtfKK-V70nZNDDj4ESFyCehyqy6aBFSDTxZxV_K4nOZZ70-W61uibs9bpWfDF_izSCvGgFsyd-CcoHqcG7ZHYuLzrUZRA_CavkZlSLR1U-fA4Cx5gzWBtpr9i0dSfQZXNcCM6EBL81Vx8T3qZ0Es0ag6o7HvtR_2HRlTtC_4LNgci24xXhZkO3HgecSyBICUwZ6VhgnREf2WUnGpIWbCYvBwzD5zHaZ38OTfpCWTzeKpr6IcxC0SewSeWvdwcO62TLfO4bhCWfG6oSiCixXkRhV7BCB7s_qXfgnsWsHTAPiyLLjh4QKShf1p9n66lfEWV7WlAMzVxn4OzrXBvoIc91U6wjNdaqXZCo0xgJTOuwyrJc-v4gPCsbyn3SpRTZowLNUtCu3vGfQ_GefdhOhGRSnwY3UCU7OInG4TMHWJ0z6sJTz4egs3wl5qPhA_3xWI0lJe0jwb7E-_Lx_1N2sEtLyk49I4nsvP0zZPsT8dtO8PwbYXD-xIeTNeWBFtwTkamT1RyBfgXsE6PX3VxbxGxLfgh7DcpMN9apFJ12FMFg6u8vuFO_Hs5HIV_sFZoWzxr4use14VuP4d1ehJTtUjyRYytvZm1sdvC4Q6BoU1bHYYN-Wr-Zh1DGAdjj1ptKLTTI4CE1mIgJ35DjNxoOA6LPxp2bliQ=w120-h119
39,Traveler's Spear (Intact),3,https://lh3.googleusercontent.com/docs/ADP-6oG-AmuEBP7RqVgPl97NQzrA7iYqSnu-OOIbN2SjVXMbcc4UNAeWHhhI6-dHI5wD7VYC3Sht79fGMAUqOlEj3BVlEuS3NI6K-E7HjeyPZssPVLgZVv3_YszqquNj-hPqpjALKBp4dQwSghO4WtYPSHOeyhP093FyK2xzkMhcNgFgw8Sm8MCr74DtjvLHzoJrPPFoRHw-5rHgPCEtphduKSiqtOlCrfT_HNcBlooLGlvztE3NUlhupMjJh2MYbRuxEtTP3zaxip6dyoXZeFWQ-Yh_nk5lby3gkLf3SyTyeZ-R5nk4b0T9YUrkJ55bjvwfJ8H6zpA3OwBlRS7Ax9djUOOQHI9FGBOMhpvp2pLj66CRongDHePtPZIdUW1xTbur-tve6iUQkRV2fYLNoz0mHNrVmxPvO3qk_JX7as5O8G4PRVEnaAh3PA8_2765GDlXRPC9SGzcCuWyy8Z3xM1_LIDD8pNktVGtyUOW5bmWJW2hjdRYgG6d3oW5W6X6sditkDic42GmmJw2nFADE7J6gCEStCPE2KI4nJkIOb0mYaCM-Gpur0Zc8UbKonvsMHjjdsSqmKMmXvNCFpQoBc-mTCmZgF4v_q8cwa4ubQAWAFWOe_eCppXDJ3nP9Mh_RhM4tVxiJqvIGZk9vdd055V8TtLYNYps9sP5JrlgRlW_tOw8UqoGQx4bTL8XywzoIfxJDTXUR3etd9rrBGYOh6JslgnE_F553rh8-ljdBBMsZ8sKzrm_C53ON-DSAz1_mejOmRre0P8H0-kU5HnZuXXsuIQCAWtMrhJQu-UbFiaYkruhxJ-7W4ERW9dUkZhuGGV2C8FlOSrKfEiq_SHNqjrrapRYzu2qiPNaLojORA4z1GtmumJjbmOopQKHesuLeFffUIo1VLBsLtNviKkOjQOkkW7ebhEF4x6zXOjtGi2MJE-mStjGHdGPjSY8ql8FQ7w9SBG1p7Rz-CQR93Y5ib1Zvgg26mxKmMyuSWOS4BeK_eQHW6EIgWai9g6thbjQlDhCEiWEOYRo7uI633k6pMDqhv-VevQGOax_FuskoA5bFtkfiN4oN8x4mhWgGDbY915HrGKEM-m1UBnCKU6CVXFBO2i2YjvgXpzxBu_ZyJ_7T2Tv8rJztgRet4Ma9IxlwsLdNfUqZFTuzpXlv-Nw79HVxXaPv8pKjL9nNpwnzV5uMPxdCVx1DVS0-o634vn1IY3fVhuitR55Ra9TIuLxWiF-0rOG42B7S4clFQ=w120-h119
40,Soldier's Spear (Intact),7,https://lh3.googleusercontent.com/docs/ADP-6oHNTlfhza1F2cp2h1xAhJUxhhWKnzP2XZDpchZjbx3Ebc3Iy1yj89kbQL3sn638ehbM3DB7CRcZUSDzyc3y_ryrDbez99jM90TvRRATzwYIT2iA-lOIqSxF6UkdQewJzpqPpa8-xScu2ErLPeS0y57-lHgADIVR6Rr-Kp9r0Ep5x-Wh0vsyT1gvE7X3cgdV7s0BDmNr06yu61nSSAXSloCPqGuSoKckP8TX7y1vEEa_dgH71kYoTdEpXjyWaK8J-ectOUkOQkMZcNVNKn-bPej01sS0pOpTWDhk8BUVzvRV_zwq5RrXWp_cc72-UG4Ou7J6iozGKA9vpxQeW3j1h-X8Hs2KPvzmVcg5aVCEZlOeYL_dOzMYsgIkEDqrQHps_s3L5sxkM_NTdFRbvsDKy1lc7KoW7EWNDIaro3RfYNYJ9i5ifyipH_u8mB6Oa3zmQdvSSBkUyfY-JFGGf5VhiTYXYrS1xnq6YaBWoXQfV59mDVqdt0gAy2vf7ELHBrYL70knxPOH9K95NS84lTF0VwerlLWxJCj-s-D0qKQpj53qLsOoo907XKxJNmE2vIobn5vXoBOruewHWzMrBOT3GGC1sniOiyNAYAQgmcZqv-XGMJUtKxQuczqiUeIEL_SJ7qpr-qUEcIsb-CRynM-WmyA1q1qNPzgBSD6r_1Ed43sscAfXSnYOqvuScR0tsVMH60nEioLzKXVSp0ryjbJz5QgPCmrGO6yo8oBhnMYNj7ZR7B3XlWrJQXuEtDoeDiOHjmgq1Lmp2wLEgnUdse6c8oPg5WhRAflLd5Zm7cIuzaCP9jGPyRvVuCYDZTC86c6B-uXrRxwz8IFrQ1Oi59GuQ-Mpxy-x1yM69Gdrb1WzYrzzZfihK59GSQ8pxmWtAYdsSks1cRHF3zCjZqcCy5_JQy_OOAXPlmLtTTdPtT_HabQf8Ceyi-cJXpY62iLYIGHuydklK_C7tcFGY8SE8NmnIaKf56IZ7gTjXqBjAVnkc2gbeYRrnT4QOoUDFSyfG35zwHFF-FFKpKJBSBw06QITFDDUhyrr1b3hdJ7QGZ_bNt3XxZdF4Maebb76PjVKcE7RNsmmFzLzU00YYzOB3o6WkA7mGGZz57CG_iLVIlpVxlGYuM5FLcJgBsFn9rE6rJD3yLnjNuhb5lg88heJLhYu0zHZf4WvVQJ2Wei8MIXFGqIF-38xslz1yUFO6ij9O9yGi4UgdGz7sUUv5Q_LnPeK87PjaGUjHDqaUQ=w120-h119
41,Knight's Halberd (Intact),10,https://lh3.googleusercontent.com/docs/ADP-6oHuvp5ZFhKjTmKuRImc7h-G6YFVaEg5d1Rk-M8ovRfestLZKnhqs9hpMhFToMsWX0eMHyuXekSkFxwoCEhq96Thqw53q6m3jiiUV-2WASuXRDTGX2ArNyCjxBZir6vPb0cBAhN1S4hYXiollR2vbNk02-FM4e3oH28SwKSykAr5Jde53Mmy2xfU6ViO5djcEQuGfEiFHhDaov3mxVwMEQI1EUE13tzZAWbMXt1QWmAoP4qxb5KopugG5mNled9EOIrm6YI4fJ3_5KQ5XsJQzT-HUpr1HNVlrDgH4fH-ntNToxnkUN534--rrUyGrU1OrCV5KYWlXcLA0ZF_MOIwH36-rJ_ZpUeB4zDzkMF_QFIrOvUntj8EbFvXYWhUUWnfJ8HJYANutbotz044RL2rmTxN_pDJrGWfOvxlENuOuNBpw79S8AcaEvdu7U6uKSCtYqQU2xWL-O7LLoBYqd-Irai6l8GAyLbVcDU2f8Nj0z7CVlO4D_EivXXG3gIBz2P7zAXWsTaymPerG19tHWQmd7MiN-SWFyeZsQl3f1w49LSmmiYHC5b08CRGT-hy0EDdJwQZlosJdLstk1YlQu4qjU-M3NEVmcGIFb7TjRR5u2z0u47QSLdNW0CSG8mPswCbRh-DRds9HwzQ0wBxs010ynke7CREg8YFwK8lW91FzKs50SC5MyrerxOZk4lPqaz3RRqAvpsBNRK4TuqnR9hM0iXmKhL_Y66Hhb4IGotaQUyOsxm4MGPHhA3mswkycauoksu1M7VZlUCCNcJEKJyTjk0MoaqdTNh-LAUfzl1WWlgmvGVpX1NSP35zeKpz8Br-V3QSG9NuEttBGPEmUMxA2LtUPDEltVenrjCl1iTwRdj26-pZRUz2LfxsE46sg-amnA0cYx1MXmnRQQJ9MOgmXdU37wHrfVRLZvanBB068CQPZ05HQeKIPxnpWfMafpTiCJaUwDqnRwmQenOhn5CLMr0BH9KC4Atdga9cXwbyApp20IAc6lGN3d7uaNvNH7WaVc6vb1WZesJLY4qKUsI5hzLVkMC40D65ppDizAEryQ2sY48sr67mgVvfLJoVaTEf6Dneudk1BGzlNLxo1gMB-p8MUrujLuXHX6ITo7mBhVJ8rnVg2irgPOeqqwmM9TSQbjGaj1MThkR1sYA_DXnPlSEMGWwXskJwwQ2Vj4An1ept4u_Z_PswZSMPlqlgwnYFonTNdBsrZtCOap-IMGtz5MYSgCeFc0WOcg=w120-h119
42,Rusty Halberd,2,https://lh3.googleusercontent.com/docs/ADP-6oG3texDwBHc8uXkomSAV1ROmwVsTtLwbnRvZRAcD_l5QGP157mHwGqlTOrInWbwdND-fwTa1lTu-q0oS6Zda5HuB89Uuhi5ffumLzd6LOmseDbjyUM0ANkaFH7Kc86n_fV_MXcR5eLXvnuZl2NiAUjsxBSGkZhuO1gedKiOQUom5u9Pql_N5eelQAtSZ_0qzN82JgWqzE2ojGG_Z6Vg5EzeaYocPUdlil-GBskA4UkmdVK4O8Yh-OrPB1hl3b4SfDVCkEz__34CE8szKsuAI90oR1IEiulf4wEdITHFow8F76j81L9MD8U6VHcBXG1G3UlHjMhLJCz8dvECKwjsWvpD8yDgMC5ymj2HHi8LUBAvjD5j16Y-dp_G2r2ajgC0up_EYMz8nHh1jPo-zcKRc5E3MeCsTa9ubU3EIToEHoSVSi7UDBRclWmjXoMgfwpXtZt_zaNi5H1nziEEcXtkjYBTZfkRP8rgCNmPBLqVxIb0D3wMCn8smoQ0RlJ8nBveewS5pWuPSX0kUw-p_jY7bt3QXi7aBQ5AOZYj9lWl7Eo7PX1FgIfs3TlaEMEyq1AZ6T1qwZYrFiEwgJyuCnUm-XU_IH4Q3j5T-EwqYz53iKepUQYlWHbVfXvO5tiPEbaRp4zzXnaklvmxwoPNtQC6mki034yAMM-EGTM5JjlmPrpo6iQJyMs8nPo2FUxkwCdtK3jmsNnTV3riMIDZq-oo0HzXffpVdDDdCYZAmpDQe_FzsjTV2_uy4Hqm4Y-r1zIKPP-1WWDea9sNcW-vurL3g0JWQWXAoPiWbxMTZlnJkcX5S_gSmh68oJC82PTSIs8kInQwgmVrZC9Ys6zuFkFQNvU2piBQtA-XixPcf5lrHwNTxmVRHN6-07s92viS7BSfoEZLCrzzaDz_AdH_abha6UzzK32o4_w8hRHlfHTBRdkKZFqNPUzFmsr1ytzcqyOUoWym4I6FxdJkvTnLFQPL2550TjsE9yiqpSPil5ZOTtH12BTyAkMIBLLgeoxJ3d8K4bf2NT5wLlu6ophmTnj-fB-q1qIPz7_1QF17TI0NuR8pNAZTLKeM3XbBy-4HwJLzUSB9pzia230mYkGfYdIRjHjgQxcp7alZNOgISFzcGltCVny0KetCqKvt4gB6sy57zaOrnO_YbysjpHwksaVfdpPIp_re2ik9qOYj4FSgblmUtR-qYPlnaz6GQVK-pVogCxUza0NPobV3DtebVel6fPwP9PVOC3IAZg=w120-h119
43,Farmer's Pitchfork,3,https://lh3.googleusercontent.com/docs/ADP-6oGrIcDvdAIIW8qSFIL8mRgGG42_Ww3pexy-5_ufJZICKf1WrllaAyjK3DJr8pqToxaE7Ey8FcfgU4VXZQGsm3TZJUISBhrkz7826GE_A5n-lrqYP9swxDapaUy8TKXwamd0Ypb_aDBoIVaLC5w3EdKB6WKjVWUyAZmzk-70uNo5Vyf3PGqXa5E8R7YP5CLpsJl2TH0QyR7vQl6jQGCWIPx0JVOTP01uZL6POkXLdjL6zCoWk5yguLR9ToCm3-993XyZnvequR74MUQp8nTkmSAv6HMvO-l0jLUFV4SHW9oG_f0C2I02NoO_bGB1sFraReGLGpUZebFV7IqovZoQ7Qz5luTVXXoSSO8pE4eNSZoJlJpmHxrObvGD1ldfEqYtLVKd8Lj1E3vteIgV-ewKXeaC03f01egdaSe191SpKYtr0C1MSggLi0O9gQmQF5ZIlH83fyxPLbhvNmVgtZ77_TdZXOK5CSQkrPx5JTSpiQwz3QcUuX3bmNv3_4xbAlFjrL1A7u2-DYJkGwegARnxegaWxKBWJNYiQiAZpd19uD0AQ8l_gLw6LCpTYMQ4OLry-wl_sDrmjoftSdsK1QDISue-o0756FZl31L45orrqKhKa52rZUO8-JeodYpFJ01JhGujhrCOoQ3ndDlpoPqpqgij8rfKFAUJ2hqOncuCfYKlPN8Y0Wz9ZULv3tDl61n3chOUtxNln3XUG1Py0atjhDEuN_ntqV_2ptDitEFj30SAWgz7DEqJd2b9WFODMSYi-mAOhuD1djWdQGU0TEOtiMB6jADAtuCueG7imwDI_HNMNctIM_kyK_iO8fMDfrHx278xNove3_ArSTzuZrFMCw6dJYfbq5by3k9OLp0xok0icXDrCUBacsTsnw2NXmaHhJu7TmbiBXp5xvka5ygU6AzfW_7T45hBRT4Oi623tHd1uWW_u8loBru1glHGpLSRbh58_oPH53NlJg_tiVs8YyuwtM5UZRAjmnUVz0ZbcTe59Hvla0y062ofP2qFfFO7Z0FOzJI9K2yfQNMVlOcU0K-kHZ-YawDwnC1zAjviXOoA33Go8-EMhIUp0hsgDckSTCMR-Z77YRaj_52hiD2Ic3ym2OoD4YLRDZ776QZj7TC_j_hnDmGBbgv90o4ahynrTCksRpPorrRa6qiRK1nEZD2NjeTP9adeXBBjy2x-DcZkkJgRTlLzID7dcsqgCt8Tl0rGyw5B_MbZ3gBldTgY8ZgwQHDcTl1RmQ=w120-h119
44,Royal Halberd (Intact),13,https://lh3.googleusercontent.com/docs/ADP-6oFMa70J34T4J3ZHLgMMgWe9up4Qq97h8_wi7DgG3YsCk7j4FmSmQB8sE_j6PqZ7uRE_Ges0tj9124u7fkYtt5DR_eqtK2wna0rcgjAFPiD6c3hnC80vry02EqE024CGG3o7j25qQ0TA6GhfcH4ff8-iuKcjPm61-rM3NPQN4TTzXaRyYw559igEX5OakktN26hTiE9G3XaCvhl5coViyFh_bVEHMk0kdKZDB2wGMFwyE1rd6ijuWFxd8Bj0X_PYwT44pudUEdr2ZfwQHLmNds5LRDYGPQ0BNxcrHfj5bY_hcqCP8--aH3ZbcZckQZ0Dm66Eio1Z-f6ou8KBrZG7sl22zE-d2P-QYTkFETwwM7Of9JuIv52aUucjvnE5BBAr7RnMaEjgT0TtRdGhsbPxi0FC8B3X0G5fVCKv3TnsUoL_P8wb13I4VdiLLxmJuzW8h7uHu34j8DjSqrJk9l31N9o-IdlvFdqEJOuhpp2aPukc6AUcAfHhFSvo5gWgDiZOAYuVh8gZ_TAA_a6NZPmGSS7gEHDgCGxB-No7YrgTtgtA4x3iw8kaG1vfgxVJIpn-HM1WftBWV7_IeMqm0T8Hk5rVNWWrVPtbTkuXbqjBFV-XHA5Lmo5fnFeuOVTPgDBY3VDVNQXlzqVx_ASA6x5gnKM7xONvymTaqROmR3tmj4Yrn6cM1Ew13YnZpaut22doclbPETF-MIjDz1eAnf5v6In4uYOsyEtU7Ew1C1boIQXqzaMKdNeYnjOT2Js8yB3X2addfTdFlLdan5vWxq6gabv325Hx9XNq9DuXSBoef1rTciY3KMMuMZpgzMt992-hhiV-y2b-0TDWhsQ2Yhm0UO97G7zQeoVGMFT4Ipyt11MIix1jx9aqM7G3m0_8n1YVkvih03ebdCYz-K2Db9shEjA9d6l7bfgdnQkc5wn5fTYN1vHx3JEM8QxbNaysHTasCCsI-59VT2c97Z9L-PlcTPbrvXGhIz1iMSmwpUvTTHCT35GrVn_VhvTU-ZThYc_ctz1tFuptSfNfZSRzHY6-Kfu8HIzobniTdFj_pjkQ48eA7nIj2ttGxuPSKA_9VXzNBX9Pu6uFFeET7ftMOz5Aak5tctyzk7coSDgeRZIk1-A2inU3h6gWw3doDGEg2k_eewlZFy3OKjjV1Md-0kjJVoMJyft7SV9LaNBJr8tp3ksZ_tFtUL6e2TxBg2gy6syjnJiAvkW0EvC6qF_zawVuhCpT0Z7fy6vqmA=w120-h119
